Title,Price,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage,Price_bin,ABV_bin,Vintage_bin
"Villa Maria 'Cellar Selection' Albariño 2020/21, Gisborne",19.986666666666668,Albarino,Screwcap,New Zealand,"{'Wet Stones', 'Lemon', 'Green Fruit'}",White,13.5,Gisborne,"{'Zesty', 'Crisp'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Marea Syrah 2020/21, Leyda Valley",21.32,Syrah,Natural Cork,Chile,"{'Blackberry', 'Blackcurrant', 'Violet'}",Red,14.5,Aconcagua,"{'Bold', 'Spicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"LFE 900 Single-Vineyard 2016/17, Colchagua Valley",22.653333333333332,Syrah,Natural Cork,Chile,"{'Blackberry', 'Blackcurrant', 'Chocolate', 'Raspberry', 'Violet', 'Black Fruit', 'Black Cherry', 'Coffee'}",Red,14.5,Central Valley,"{'Bold', 'Spicy'}",2017.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Grant Burge 'Fifth Generation' Shiraz 2018, Barossa",22.653333333333332,Shiraz,Screwcap,Australia,"{'Blackberry', 'Chocolate', 'Blueberry', 'Black Plum', 'Cloves'}",Red,14.5,Australia,"{'Bold', 'Spicy'}",2018.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Kanonkop 'Kadette' Pinotage 2019/20, Stellenbosch",21.32,Pinotage,Natural Cork,South Africa,"{'Blackberry', 'Blackcurrant', 'Coffee', 'Black Cherry', 'Black Plum'}",Red,14.5,Stellenbosch,"{'Full Bodied', 'Savoury'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Definition Chardonnay 2021/22, Limoux",18.653333333333332,Chardonnay,Natural Cork,France,"{'Green Apple', 'Lemon', 'Apricot', 'Vanilla', 'Peach'}",White,13.5,Languedoc-Roussillon,"{'Rich', 'Toasty'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Louis Latour 'Domaine de Valmoissine' Pinot Noir 2020/21, Var",22.653333333333332,Pinot Noir,Natural Cork,France,"{'Dried Herbs', 'Black Cherry', 'Strawberry', 'Vanilla'}",Red,13.5,Other France,"{'Elegant', 'Light'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Jim Barry 'Cover Drive' Cabernet Sauvignon 2019/20, Australia",21.32,Cabernet Sauvignon,Screwcap,Australia,"{'Blackberry', 'Eucalyptus', 'Blueberry', 'Tobacco', 'Blackcurrant', 'Cedar', 'Black Fruit', 'Black Cherry', 'Black Plum'}",Red,14.0,South Australia,"{'Full Bodied', 'Savoury'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Abbotts & Delaunay ‘Les Fruits Sauvages’ Malbec 2020/21, Languedoc",15.986666666666666,Malbec,Screwcap,France,"{'Red Fruit', 'Black Fruit', 'Spice'}",Red,13.0,Languedoc-Roussillon,"{'Soft', 'Fruity'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
"Pringle Bay Chenin Blanc 2022, Western Cape",13.32,Chenin Blanc,Screwcap,South Africa,"{'Lemon', 'Citrus Fruit', 'Red Apple'}",White,13.0,Western Cape,"{'Smooth', 'Light'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Château Grimont 'Cuvée Prestige' 2017/18, Cadillac Côtes de Bordeaux",18.653333333333332,Merlot,Natural Cork,France,"{'Blackcurrant', 'Black Plum', 'Cedar'}",Red,14.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2018.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"La Baume 'Cuvée Florence' Piquepoul Sauvignon Blanc 2021/22, Languedoc",13.32,Picpoul,Screwcap,France,"{'Herbaceous', 'Wet Stones', 'Green Fruit'}",White,12.5,Languedoc-Roussillon,"{'Zesty', 'Crisp'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
Definition Barolo DOCG 2017/18,33.32,Nebbiolo,Natural Cork,Italy,"{'Red Fruit', 'Herbaceous', 'Violet'}",Red,14.5,Piedmont,"{'Elegant', 'Light'}",2018.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Behind Closed Doors Reserva Red 2018/19, Lisbon",14.653333333333334,Touriga Nacional,Natural Cork,Portugal,"{'Blueberry', 'Black Plum', 'Vanilla'}",Red,14.5,Lisboa,"{'Rich', 'Juicy'}",2019.0,Price<=15,13.5<ABV<=14.5,2015<Vintage<=2020
"La Belle Angèle Pinot Noir 2020/21, France",13.32,Pinot Noir,Screwcap,France,"{'Dried Herbs', 'Strawberry', 'Spice', 'Black Cherry'}",Red,13.0,Languedoc-Roussillon,"{'Elegant', 'Light'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
Porta 6 Vinho Verde 2021/22,11.986666666666666,Loureiro,Screwcap,Portugal,"{'Green Apple', 'Pear', 'Citrus Fruit'}",White,9.5,Vinho Verde,"{'Zesty', 'Crisp'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Marqués de Riscal Verdejo 2021/22, Rueda",18.653333333333332,Verdejo,Screwcap,Spain,"{'Green Apple', 'Lime', 'Fennel'}",White,13.0,Castilla Y León,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Famille Perrin Ventoux 2021/22,13.32,Grenache,Natural Cork,France,"{'Red Fruit', 'Cinnamon', 'Strawberry', 'Spice'}",Red,14.0,Rhône,"{'Bold', 'Spicy'}",2022.0,Price<=15,13.5<ABV<=14.5,Vintage>2020
"Terrazas de los Andes Malbec 2020/21, Mendoza",25.319999999999997,Malbec,Natural Cork,Argentina,"{'Ripe Fruit', 'Tobacco', 'Chocolate', 'Violet', 'Red Fruit', 'Black Fruit'}",Red,14.0,Mendoza,"{'Soft', 'Fruity'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Definition Grüner Veltliner 2020/21, Austria",15.986666666666666,Gruner Veltliner,Screwcap,Austria,"{'Quince', 'Peach', 'White Pepper'}",White,12.5,Austria,"{'Fresh', 'Elegant'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Robert Oatley 'Signature Series' Chardonnay 2021/22, Margaret River",19.986666666666668,Chardonnay,Screwcap,Australia,"{'Lemon', 'Cream', 'Butter', 'Vanilla', 'Peach'}",White,13.1,Western Australia,"{'Rich', 'Toasty'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Santa Rita '120' Merlot 2021/22, Central Valley",11.986666666666666,Merlot,Screwcap,Chile,"{'Ripe Fruit', 'Black Fruit', 'Red Fruit'}",Red,13.5,Central Valley,"{'Smooth', 'Mellow'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Winzer Krems 'Orange' Grüner Veltliner 2020/21, Austria",15.986666666666666,Gruner Veltliner,Screwcap,Austria,"{'Citrus Fruit', 'Stone Fruit', 'Ginger'}",Orange,13.0,Austria,"{'Fresh', 'Elegant'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Yalumba Y Series Tempranillo 2020/21, Australia",14.653333333333334,Tempranillo,Screwcap,Australia,"{'Blackberry', 'Red Cherry', 'Spice', 'Smoke', 'Liquorice', 'Dried Herbs', 'Sour Cherry', 'Black Plum'}",Red,14.0,South Australia,"{'Bold', 'Spicy'}",2021.0,Price<=15,13.5<ABV<=14.5,Vintage>2020
Pavillon La Tourelle Bordeaux Supérieur 2019,13.32,Merlot,Natural Cork,France,"{'Liquorice', 'Black Fruit', 'Black Cherry', 'Spice'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2019.0,Price<=15,12.5<ABV<=13.5,2015<Vintage<=2020
"Creation Chardonnay 2021/22, Walker Bay",21.32,Chardonnay,Natural Cork,South Africa,"{'Cream', 'Stone Fruit', 'Vanilla'}",White,14.0,Walker Bay,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Carpe Diem Feteasca Alba 2021/22, Moldova",19.986666666666668,Feteasca Alba,Synthetic Cork,Moldova,"{'Green Apple', 'Citrus Fruit', 'Blossom', 'Grass'}",White,13.0,Moldova,{'nan'},2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Domaine André et Edmond Figeat ‘Melody’ Pouilly-Fumé 2021/22,23.986666666666665,Sauvignon Blanc,Natural Cork,France,"{'Smoke', 'Peach', 'Citrus Fruit'}",White,14.5,Loire,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Domäne Wachau 'Weingärten Weissenkirchen' Grüner Veltliner Smaragd 2021/22, Wachau",23.986666666666665,Gruner Veltliner,Screwcap,Austria,"{'Ripe Fruit', 'Citrus Fruit', 'Stone Fruit'}",White,13.5,Austria,"{'Fresh', 'Elegant'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Santa Rita '120' Carménère, Central Valley",11.986666666666666,Carménère,Screwcap,Chile,"{'Blackberry', 'Tobacco', 'Blackcurrant', 'Chocolate', 'Vanilla', 'Raspberry', 'Black Plum'}",Red,13.5,Central Valley,"{'Smooth', 'Mellow'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Santa Rita '120' Sauvignon Blanc 2021/22, Central Valley",11.986666666666666,Sauvignon Blanc,Screwcap,Chile,"{'Green Apple', 'Citrus Fruit', 'Grass'}",White,13.5,Central Valley,"{'Zesty', 'Crisp'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Yalumba Y Series Sauvignon Blanc 2021/22, Australia",14.653333333333334,Sauvignon Blanc,Screwcap,Australia,"{'Lemon', 'Grapefruit', 'Lime', 'Citrus Fruit', 'Grass', 'Gooseberry', 'Peach', 'Tropical Fruit'}",White,13.5,South Australia,"{'Zesty', 'Crisp'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
Château Bel Air Bergerac Rouge 2020,13.32,Cabernet Sauvignon,Natural Cork,France,"{'Red Fruit', 'Black Fruit', 'Vanilla'}",Red,14.5,Dordogne,"{'Smooth', 'Mellow'}",2020.0,Price<=15,13.5<ABV<=14.5,2015<Vintage<=2020
"Von Der Land Zweigelt 2021/22, Austria",15.986666666666666,Zwieigelt,Screwcap,Austria,"{'Red Fruit', 'Black Fruit', 'Violet'}",Red,13.5,Austria,"{'Rich', 'Juicy'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Smith & Wright Shiraz 2020/21, Australia",10.653333333333334,Shiraz,Screwcap,Australia,"{'Red Cherry', 'Black Pepper', 'Vanilla', 'Raspberry', 'Red Fruit'}",Red,13.5,South East Australia,"{'Bold', 'Spicy'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Emiliana 'Elemental' Organic Gran Reserva Viognier 2021/22, Casablanca Valley",17.32,Viognier,Screwcap,Chile,"{'Honey', 'Peach', 'Floral', 'Apricot'}",White,14.5,Aconcagua,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Nero Oro Grillo Appassimento 2021/22, Sicily",15.986666666666666,Grillo,Screwcap,Italy,"{'Peach', 'Honey', 'Tropical Fruit', 'Apricot'}",White,13.5,Sicily,"{'Aromatic', 'Floral'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Tutiac 'Lion & The Lily' Sauvignon Blanc 2021, Bordeaux",21.32,Sauvignon Blanc,Vinolok,France,"{'Green Apple', 'Gooseberry', 'Citrus Fruit'}",White,12.5,Bordeaux,"{'Zesty', 'Crisp'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Iona ‘The Good Stuff White’, Cape South Coast",15.986666666666666,Chenin Blanc,Screwcap,South Africa,"{'Lemon', 'Peach', 'Apricot'}",White,12.5,Western Cape,"{'Fresh', 'Elegant'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Perdeberg Wines The Dry Land Collection ‘Rossouw’s Heritage’, Paarl",21.32,Chenin Blanc,Synthetic Cork,South Africa,"{'Pear', 'Citrus Fruit', 'Tropical Fruit'}",White,13.5,Western Cape,"{'Ripe', 'Rounded'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Marqués de Altillo Rioja 2021,14.653333333333334,Tempranillo,Screwcap,Spain,"{'Red Fruit', 'Black Fruit', 'Vanilla'}",Red,13.0,Rioja And Navarra,"{'Smooth', 'Mellow'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Viñalba 'Reserve' Malbec-Touriga Nacional 2020/21, Mendoza",17.32,Malbec,Natural Cork,Argentina,"{'Ripe Fruit', 'Vanilla', 'Violet', 'Red Fruit', 'Black Fruit'}",Red,14.5,Mendoza,"{'Soft', 'Fruity'}",,15<Price<=25,13.5<ABV<=14.5,
Georges Duboeuf Morgon 2020,22.653333333333332,Gamay,Screwcap,France,"{'Black Pepper', 'Black Fruit', 'Black Cherry', 'Spice'}",Red,13.5,Beaujolais,"{'Elegant', 'Light'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Masi 'Campofiorin' Rosso Veronese 2018/19,21.32,Corvina,Natural Cork,Italy,"{'Sweet Spice', 'Red Cherry', 'Vanilla'}",Red,13.0,Veneto,"{'Rich', 'Juicy'}",2019.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
"Two Hands 'Gnarly Dudes' Shiraz 2021/22, Barossa Valley",29.319999999999997,Shiraz,Screwcap,Australia,"{'Blackberry', 'Tobacco', 'Black Pepper', 'Blackcurrant', 'Chocolate', 'Cedar', 'Vanilla', 'Blueberry', 'Black Plum'}",Red,14.4,South Australia,"{'Bold', 'Spicy'}",2022.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
"Cave Vinicole de Hunawihr Kuhlmann-Platz 'Cuvée Prestige' Pinot Gris 2020/21, Alsace",18.653333333333332,Pinot Gris,Screwcap,France,"{'Peach', 'Butter', 'Nectarine'}",White,13.5,Alsace,"{'Aromatic', 'Floral'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Moillard-Thomas Coteaux Bourguignons 2021,15.986666666666666,Gamay,Natural Cork,France,"{'Red Cherry', 'Blackcurrant', 'Spice'}",Red,12.5,Burgundy,"{'Elegant', 'Light'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Thymiopoulos ‘White’ Xinomavro-Malagousia 2021, Greece",19.986666666666668,Xinomavro,Screwcap,Greece,"{'Peach', 'Citrus Fruit', 'Floral'}",White,12.0,,"{'Aromatic', 'Floral'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
Lulu 'l'Alouette Organic Chinon 2020/21,17.986666666666668,Cabernet Franc,Natural Cork,France,"{'Raspberry', 'Earth', 'Strawberry', 'Green Bell Pepper'}",Red,13.5,Loire,"{'Elegant', 'Light'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Plum & Pepper Barossa Shiraz 2017,19.986666666666668,Shiraz,Screwcap,Australia,"{'Blackberry', 'Jammy', 'Black Pepper', 'Blackcurrant', 'Chocolate', 'Black Plum'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2017.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Château Livran 2014, Médoc",19.986666666666668,Cabernet Sauvignon,Natural Cork,France,"{'Blackberry', 'Blackcurrant', 'Spice'}",Red,13.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2014.0,15<Price<=25,12.5<ABV<=13.5,Vintage<=2015
Viña Alarde Rioja Gran Reserva 2013/15,18.653333333333332,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Vanilla'}",Red,13.5,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2015.0,15<Price<=25,12.5<ABV<=13.5,Vintage<=2015
"Viña Albali Cabernet Tempranillo 0.5% 2021/22, Spain",6.653333333333333,Cabernet Sauvignon,Screwcap,Spain,"{'Black Cherry', 'Black Plum', 'Spice'}",Red,0.5,Castilla-La Mancha,"{'Smooth', 'Mellow'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Viña Albali Sauvignon Blanc 0.5% 2021/22, Spain",6.653333333333333,Sauvignon Blanc,Screwcap,Spain,"{'Lime', 'Lemon', 'Tropical Fruit'}",White,0.5,Castilla-La Mancha,"{'Zesty', 'Crisp'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Alturo Malbec 2022/23, Mendoza",17.32,Malbec,Natural Cork,Argentina,"{'Red Fruit', 'Black Fruit', 'Violet', 'Ripe Fruit'}",Red,13.5,Mendoza,"{'Soft', 'Fruity'}",2023.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Domaines Barons de Rothschild Lafite 'Réserve Spéciale' 2019/20, Médoc",33.32,Cabernet Sauvignon,Natural Cork,France,"{'Ripe Fruit', 'Spice', 'Leather'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2019.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Taylor's LBV Port Decanter 2017/18 50cl,27.98,Touriga Nacional,Natural Cork,Portugal,"{'Jammy', 'Cigar Box', 'Cedar'}",Red,20.0,Douro,{'nan'},2018.0,25<Price<=50,ABV>14.5,2015<Vintage<=2020
Croft Reserve Tawny Port,22.653333333333332,Touriga Nacional,Natural Cork,Portugal,"{'Nutmeg', 'Cinnamon', 'Almond'}",Tawny,20.0,Douro,{'nan'},,15<Price<=25,ABV>14.5,
Bodegas Olarra 'Dehesa de Lantana' Rioja Gran Reserva 2015,21.32,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Vanilla'}",Red,14.0,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2015.0,15<Price<=25,13.5<ABV<=14.5,Vintage<=2015
Taylor's 'Quinta de Vargellas' 2013/15 Port,49.32,Tinta Barroca,Natural Cork,Portugal,"{'Jammy', 'Date', 'Prune'}",Red,20.5,Douro,{'nan'},2013.0,25<Price<=50,,Vintage<=2015
"Saladini Pilastri Organic Pecorino 2021/22, Offida DOCG",17.32,Pecorino,Natural Cork,Italy,"{'Citrus Fruit', 'Stone Fruit', 'Floral'}",White,13.5,Le Marche,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Royal Tokaji 5 Puttonyos 2016/17, Hungary 50cl",59.98,Furmint,Natural Cork,Hungary,"{'Apricot', 'Fig', 'Orange Marmalade', 'Peach', 'Dried Fruit'}",White,11.5,,{'nan'},2017.0,Price>50,ABV<=12.5,2015<Vintage<=2020
"Bodegas Caro 'Malbec Argentino' 2021, Mendoza",26.653333333333332,Malbec,Natural Cork,Argentina,"{'Red Fruit', 'Black Fruit', 'Violet', 'Ripe Fruit'}",Red,14.5,Mendoza,"{'Soft', 'Fruity'}",2021.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
"Château Meyney 'La Chapelle de Meyney' 2016/17, Saint-Estèphe",35.986666666666665,Merlot,Natural Cork,France,"{'Blackcurrant', 'Black Plum', 'Cedar'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2017.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Parcel Series Saint-Estèphe 2020,39.986666666666665,Cabernet Sauvignon,Natural Cork,France,"{'Red Cherry', 'Blackcurrant', 'Spice'}",Red,13.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Marqués de Murrieta Rioja Gran Reserva 2014/15,62.653333333333336,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Vanilla'}",Red,14.0,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2015.0,Price>50,13.5<ABV<=14.5,Vintage<=2015
"Louis Latour Marsannay Rouge 2021, Burgundy",46.653333333333336,Pinot Noir,Natural Cork,France,"{'Red Cherry', 'Earth', 'Strawberry', 'Cedar', 'Raspberry'}",Red,13.5,Burgundy,"{'Elegant', 'Light'}",2021.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
Domaine Pierre Marchand 'Les Cigales' Pouilly-Fumé 2021/22,23.986666666666665,Sauvignon Blanc,Natural Cork,France,"{'Green Apple', 'Smoke', 'Stone Fruit', 'Vanilla'}",White,12.5,Loire,"{'Ripe', 'Rounded'}",2022.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Domaines Schlumberger 'Les Princes Abbés' Gewürztraminer 2020/21, Alsace",25.319999999999997,Gewürztraminer,Natural Cork,France,"{'Tropical Fruit', 'White Pepper', 'Rose'}",White,14.0,Alsace,"{'Aromatic', 'Floral'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Yellow Tail Pinot Grigio 2021/22, Australia",11.986666666666666,Pinot Grigio,Screwcap,Australia,"{'Green Apple', 'Lime', 'Citrus Fruit', 'Floral', 'Passionfruit', 'Peach', 'Melon', 'Tropical Fruit'}",White,11.5,South East Australia,"{'Smooth', 'Light'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
Fonseca ‘Quinta do Panascal’ Vintage Port 2008,43.98666666666667,Touriga Nacional,Natural Cork,Portugal,{'nan'},Red,20.5,Douro,{'nan'},2008.0,25<Price<=50,,Vintage<=2015
Croft 10 Year Old Tawny Port,33.32,Touriga Franca,Natural Cork,Portugal,"{'Caramel', 'Jammy', 'Fig'}",Tawny,20.0,Douro,{'nan'},,25<Price<=50,ABV>14.5,
"Les Hauts de Castelmaure, Corbières 2020/21",18.653333333333332,Grenache,Natural Cork,France,"{'Blackberry', 'Black Pepper', 'Dried Herbs', 'Black Plum'}",Red,14.5,Languedoc-Roussillon,"{'Bold', 'Spicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
Bodegas Roda 'Roda I' Rioja Reserva 2015/16,74.65333333333334,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Red Cherry', 'Vanilla'}",Red,14.5,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2016.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
"Royal Tokaji 'Gold Label' 6 Puttonyos 2017, Hungary 50cl",103.98,Furmint,Natural Cork,Hungary,"{'Peach', 'Orange Marmalade', 'Dried Fruit', 'Apricot'}",White,11.0,Hungary,{'nan'},2017.0,Price>50,ABV<=12.5,2015<Vintage<=2020
Bodegas Hidalgo 'Triana' Pedro Ximénez Sherry,23.986666666666665,Pedro Ximénez,Natural Cork,Spain,"{'Caramel', 'Cinnamon', 'Toffee', 'Dried Fruit'}",White,15.0,,{'nan'},,15<Price<=25,ABV>14.5,
"Yellow Tail Malbec 2021/22, Australia",11.986666666666666,Malbec,Screwcap,Australia,"{'Jammy', 'Blackcurrant', 'Chocolate', 'Black Fruit', 'Black Plum'}",Red,13.5,South East Australia,"{'Rich', 'Juicy'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Torbreck 'Woodcutter's' Shiraz 2020/21, Barossa",31.986666666666665,Shiraz,Screwcap,Australia,"{'Blackberry', 'Spice', 'Chocolate', 'Vanilla', 'Prune', 'Liquorice', 'Black Cherry', 'Coffee'}",Red,15.0,South Australia,"{'Bold', 'Spicy'}",2021.0,25<Price<=50,ABV>14.5,Vintage>2020
"Pringle Bay Shiraz 2022/23, Western Cape",13.32,Shiraz,Screwcap,South Africa,"{'Blackberry', 'Black Cherry', 'Spice'}",Red,14.0,Western Cape,"{'Rich', 'Juicy'}",2023.0,Price<=15,13.5<ABV<=14.5,Vintage>2020
"Making Tracks Shiraz 2019/20, South Australia",14.653333333333334,Shiraz,Screwcap,Australia,"{'Blackberry', 'Jammy', 'Black Pepper', 'Blackcurrant', 'Vanilla'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2020.0,Price<=15,13.5<ABV<=14.5,2015<Vintage<=2020
"Chateau l'Hyverniere Muscadet 2020/21, Muscadet Sèvre et Maine",15.986666666666666,Melon De Bourgogne,Natural Cork,France,"{'Green Apple', 'Grapefruit', 'Lime', 'Pear', 'Almond'}",White,12.0,Loire,"{'Fresh', 'Elegant'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
Gonzalez Byass Solera Cream Sherry,23.986666666666665,Palomino,Natural Cork,Spain,"{'Caramel', 'Raisin', 'Date', 'Vanilla'}",White,18.0,,{'nan'},,15<Price<=25,ABV>14.5,
"Two Hands 'Sexy Beast' Cabernet Sauvignon 2021/22, McLaren Vale",29.319999999999997,Cabernet Sauvignon,Screwcap,Australia,"{'Blackberry', 'Tobacco', 'Smoke', 'Blackcurrant', 'Chocolate', 'Coffee', 'Vanilla', 'Black Fruit', 'Black Plum'}",Red,14.5,South Australia,"{'Soft', 'Fruity'}",2022.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
Veuve Clicquot Demi-Sec Champagne,73.32000000000001,Chardonnay,Natural Cork,France,"{'Honey', 'Pear', 'Peach', 'Bread'}",White,12.5,,"{'Fruity', 'Crisp'}",,Price>50,ABV<=12.5,
"Famille Hugel ‘Classic’ Riesling 2021/22, Alsace",30.653333333333332,Riesling,Natural Cork,France,"{'Lime', 'Wet Stones', 'Peach', 'Red Apple'}",White,13.0,Alsace,"{'Fresh', 'Elegant'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Penfolds 'Max's' Chardonnay 2019/22, Adelaide Hills",30.653333333333332,Chardonnay,Screwcap,Australia,"{'Lemon', 'Hazelnut', 'Nectarine', 'Vanilla'}",White,13.5,South Australia,"{'Rich', 'Toasty'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
Hidalgo 'Pastrana' Pasada Manzanilla Sherry,22.653333333333332,Palomino,Natural Cork,Spain,"{'Walnut', 'Cream', 'Almond'}",White,15.0,,{'nan'},,15<Price<=25,ABV>14.5,
Château de Thauvenay Sancerre 2021/22,33.32,Sauvignon Blanc,Natural Cork,France,"{'Green Apple', 'Flint', 'Cream', 'Citrus Fruit', 'Grass'}",White,12.5,Loire,"{'Fresh', 'Elegant'}",2021.0,25<Price<=50,ABV<=12.5,Vintage>2020
Pieropan ‘Ruberpan’ Organic Valpolicella Superiore DOC 2019,39.986666666666665,Corvina,Natural Cork,Italy,"{'Red Cherry', 'Strawberry', 'Spice'}",Red,14.0,Veneto,"{'Bold', 'Spicy'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Parcel Series Pauillac 2019,39.986666666666665,Cabernet Sauvignon,Natural Cork,France,{'nan'},Red,13.0,Bordeaux,{'nan'},2019.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Château Fourcas Dupré 2013, Listrac-Médoc",21.32,Merlot,Natural Cork,France,"{'Blackcurrant', 'Spice', 'Savoury'}",Red,13.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2013.0,15<Price<=25,12.5<ABV<=13.5,Vintage<=2015
"Krasno Sauvignon Blanc-Ribolla Gialla 2021/22, Brda",13.32,Sauvignon Blanc,Screwcap,Slovenia,"{'Green Apple', 'Citrus Fruit', 'Grass'}",White,13.0,Slovenia,{'nan'},2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Incanta Pinot Noir 2021/22, Romania",13.32,Pinot Noir,Screwcap,Romania,"{'Jammy', 'Red Cherry', 'Black Cherry'}",Red,12.5,Romania,"{'Elegant', 'Light'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
